caseid,commonweight,birthyr,gender4,educ,race,hispanic,votereg,pid3,pid7,inputstate,CC24_300b_4,CC24_300b_5,CC24_300b_6,CC24_309e,CC24_311a,CC24_311b,CC24_310a,CC24_310b,CC24_310c,CC24_321a,CC24_311c,CC24_311d,CC24_312a,CC24_312b,CC24_312c,CC24_312d,CC24_312e,CC24_312f,CC24_321b,CC24_321c,CC24_321d,CC24_330a,CC24_330b,CC24_330c,CC24_330d,CC24_340a,CC24_340b,CC24_340c,CC24_340d,CC24_340e,CC24_340f,CC24_341a,CC24_341b,CC24_341c,CC24_341d,CC24_416a,CC24_416b,CC24_416c,CC24_440a,CC24_440b,CC24_440c,CC24_440d,CC24_441a,CC24_441b
1885180400,0.08640354189446015,2001,Woman,High school graduate,White,No,Yes,Republican,Strong Republican,Virginia,selected,selected,not selected,Excellent,Republican,Never Heard of Person,Republicans,Democrats,Republicans,Support,Republican,Republican,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Strongly approve,Support,Support,Support,Conservative,Conservative,Liberal,Liberal,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,,,,,,,,,
1880402590,1.215524342112838,1949,Woman,Post-grad,White,No,Yes,Independent,Lean Democrat,Pennsylvania,not selected,not selected,not selected,Excellent,Democrat,Democrat,Republicans,Democrats,Republicans,Support,Democrat,Democrat,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove,Strongly approve,Oppose,Support,Oppose,Middle of the Road,Liberal,Middle of the Road,Somewhat Liberal,Support,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,White,White,,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree
1880429746,0.09826978214636932,1956,Woman,Some college,White,No,Yes,Democrat,Not very strong Democrat,Alabama,selected,not selected,not selected,Fair,Republican,Republican,Republicans,Democrats,Republicans,Support,Republican,Not sure,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat approve,Not sure,Oppose,Support,Oppose,Middle of the Road,Somewhat Conservative,Somewhat Liberal,Somewhat Liberal,Support,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,,White,,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree
1884991424,0.04232730564570879,2004,Non-binary,Some college,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,not selected,not selected,not selected,Poor,Democrat,Not sure,Republicans,Democrats,Democrats,Support,Democrat,Democrat,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat approve,Strongly approve,Oppose,Support,Oppose,Very Liberal,Somewhat Liberal,Somewhat Liberal,Somewhat Liberal,Support,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,,,,,,,,,
1880429596,1.010903815473569,1950,Man,High school graduate,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,,,,Fair,Democrat,Democrat,Not sure,Not sure,Democrats,Oppose,Democrat,Not sure,Somewhat approve,Somewhat disapprove,Strongly disapprove,Somewhat approve,Not sure,Not sure,Oppose,Support,Support,Middle of the Road,Middle of the Road,Middle of the Road,Middle of the Road,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,White,White,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree
1880427230,1.215524342112838,1949,Woman,Post-grad,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,,,,Very good,Democrat,Democrat,Democrats,Republicans,Republicans,Support,Democrat,Democrat,Strongly approve,Somewhat disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove,Strongly approve,Oppose,Support,Oppose,Somewhat Liberal,Somewhat Liberal,Middle of the Road,Middle of the Road,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,White,White,,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree
1880404072,1.136138114649929,1968,Woman,Some college,White,No,Yes,Republican,Strong Republican,Virginia,not selected,selected,not selected,Good,Republican,Democrat,Republicans,Democrats,Not sure,Oppose,Democrat,Democrat,Strongly disapprove,Somewhat disapprove,Strongly approve,Strongly approve,Strongly disapprove,Strongly disapprove,Oppose,Support,Support,Very Conservative,Very Conservative,Very Liberal,Very Liberal,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Black,White,,Strongly disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree
1880409852,0.6981641194911368,1956,Woman,4-year,White,No,Yes,Democrat,Strong Democrat,Virginia,,,,Very good,Republican,Democrat,Republicans,Democrats,Democrats,Support,Democrat,Democrat,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly approve,Oppose,Support,Oppose,Somewhat Liberal,Very Conservative,Liberal,Liberal,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,White,Hispanic,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree
1880428762,0.6926275625984729,1954,Woman,4-year,White,No,Yes,Democrat,Not very strong Democrat,Alabama,,,,Very good,Republican,Republican,Republicans,Democrats,Republicans,Support,Republican,Republican,Strongly approve,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Oppose,Support,Oppose,Somewhat Liberal,Conservative,Somewhat Conservative,Middle of the Road,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,,White,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree
1880427956,1.135841591927643,1955,Woman,4-year,White,No,Yes,Republican,Strong Republican,Alabama,selected,selected,not selected,Very good,Republican,Republican,Republicans,Not sure,Republicans,Support,Republican,Republican,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Support,Support,Support,Very Conservative,Conservative,Very Liberal,Very Liberal,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,,White,,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree
1880426700,0.1694372709063277,1963,Woman,4-year,White,No,Yes,Democrat,Strong Democrat,Virginia,,,,Fair,Republican,Democrat,Republicans,Democrats,Neither,Support,Democrat,Democrat,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly approve,Oppose,Support,Oppose,Liberal,Very Conservative,Liberal,Liberal,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Black,White,,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree
1880429558,1.035012656893437,1956,Man,High school graduate,White,No,Yes,Republican,Not very strong Republican,Pennsylvania,selected,selected,selected,Very good,Democrat,Democrat,Republicans,Democrats,Democrats,Oppose,Democrat,Democrat,Strongly disapprove,Somewhat disapprove,Strongly approve,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Oppose,Support,Support,Somewhat Conservative,Very Liberal,Very Liberal,Very Liberal,Oppose,Support,Support,Support,Oppose,Support,Support,Oppose,Oppose,Support,White,White,,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree
1880404494,1.54226819687573,1964,Woman,Some college,White,No,Yes,Republican,Strong Republican,Pennsylvania,,,,Fair,Democrat,Democrat,Not sure,Not sure,Not sure,Oppose,Democrat,Democrat,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Support,Support,Support,Conservative,Somewhat Liberal,Very Liberal,Very Liberal,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,White,White,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree
1880407050,1.068767756723359,1967,Woman,Some college,White,No,Yes,Independent,Lean Republican,Pennsylvania,,,,Good,Democrat,Republican,Democrats,Republicans,Democrats,Support,Democrat,Democrat,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Oppose,Support,Support,Somewhat Conservative,Liberal,Very Liberal,Very Liberal,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Not sure,Not sure,,Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree
1880434774,1.215524342112838,1946,Woman,Post-grad,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,,,,Very good,Democrat,Democrat,Republicans,Democrats,Republicans,Support,Democrat,Democrat,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly approve,Oppose,Support,Support,Liberal,Liberal,Somewhat Liberal,Liberal,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Black,,,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly agree
1872862574,1.119553350264934,1962,Woman,2-year,Black,No,Yes,Democrat,Strong Democrat,Pennsylvania,not selected,not selected,selected,Very good,Democrat,Democrat,Democrats,Democrats,Democrats,Support,Democrat,Democrat,Strongly approve,Somewhat disapprove,Somewhat disapprove,Strongly approve,Strongly approve,Somewhat approve,Oppose,Support,Support,Liberal,Liberal,Liberal,Liberal,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,White,White,,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree
1880429632,1.357532404656679,1981,Man,Post-grad,White,No,Yes,Republican,Not very strong Republican,Pennsylvania,,,,Good,Democrat,Republican,Republicans,Democrats,Not sure,Oppose,Democrat,Republican,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Support,Oppose,Support,Very Conservative,Somewhat Liberal,Liberal,Very Liberal,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Not sure,White,,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree
1885179572,0.1520209222108858,2000,Woman,No HS,Black,No,Yes,Democrat,Strong Democrat,Pennsylvania,,,,Good,Not sure,Not sure,Democrats,Democrats,Democrats,Oppose,Not sure,Not sure,Strongly approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat disapprove,Oppose,Support,Oppose,Somewhat Liberal,Not sure,Not sure,Liberal,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,,,,,,,,,
1880436072,0.71064637262403,1965,Man,4-year,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,,,,Good,Democrat,Democrat,Republicans,Democrats,Republicans,Support,Democrat,Democrat,Somewhat approve,Somewhat disapprove,Strongly disapprove,Strongly approve,Somewhat approve,Strongly approve,Oppose,Support,Oppose,Liberal,Liberal,Somewhat Liberal,Liberal,Support,,Support,Oppose,Support,Support,Support,Support,Support,Support,Black,Black,,Somewhat agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
1880413342,0.719493808217829,1974,Man,Some college,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,,,,Excellent,Democrat,Democrat,Republicans,Democrats,Democrats,Support,Democrat,Democrat,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat approve,Strongly approve,Oppose,Support,Support,Middle of the Road,Middle of the Road,Middle of the Road,Middle of the Road,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,White,White,,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly agree
1880428276,0.977339041808402,1952,Woman,High school graduate,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,not selected,not selected,not selected,Good,Democrat,Democrat,Republicans,Democrats,Not sure,Support,Democrat,Democrat,Strongly approve,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove,Strongly approve,Oppose,Support,Oppose,Somewhat Liberal,Liberal,Liberal,Very Liberal,Support,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,White,White,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree
1880433058,1.191362086523615,1958,Woman,2-year,White,No,Yes,Republican,Strong Republican,Alabama,,,,Fair,Republican,Republican,Republicans,Republicans,Republicans,Oppose,Republican,Republican,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Strongly approve,Somewhat approve,Strongly approve,Oppose,Support,Support,Very Conservative,Conservative,Very Liberal,Very Liberal,Oppose,Oppose,,Support,Oppose,Support,Support,Support,Support,Support,White,White,,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1878878458,0.5889019945125759,1984,Man,4-year,White,No,Yes,Democrat,Not very strong Democrat,Pennsylvania,selected,not selected,not selected,Good,Democrat,Democrat,Republicans,Democrats,Not sure,Support,Democrat,Republican,Somewhat disapprove,Strongly disapprove,Somewhat approve,Strongly approve,Somewhat disapprove,Somewhat disapprove,Oppose,Support,Oppose,Somewhat Liberal,Liberal,Somewhat Liberal,Somewhat Liberal,Support,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Not sure,White,,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree
1880406924,1.313489777225739,1961,Man,Post-grad,White,No,Yes,Other,Lean Republican,Virginia,,,,Very good,Republican,Democrat,Republicans,Democrats,Democrats,Oppose,Democrat,Republican,Strongly disapprove,Somewhat disapprove,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve,Support,Oppose,Support,Conservative,Conservative,Very Liberal,Very Liberal,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Not sure,White,,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree
1885031330,4.65856174027076,2005,Man,High school graduate,White,No,No,Republican,Not very strong Republican,Alabama,not selected,not selected,not selected,Fair,Republican,Republican,Republicans,Democrats,Republicans,Oppose,Republican,Not sure,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Strongly approve,Not sure,Support,Support,Oppose,Somewhat Conservative,Conservative,Somewhat Liberal,Very Liberal,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Support,,,,,,,,,
1880408276,0.8255953064703561,1949,Woman,Some college,White,No,Yes,Other,Lean Republican,Alabama,,,,Poor,Republican,Republican,Republicans,Democrats,Republicans,Oppose,Republican,Republican,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Support,Support,Support,Very Conservative,Conservative,Very Liberal,Very Liberal,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Not sure,White,White,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree
1880413474,0.9884213009356937,1984,Man,Post-grad,White,No,Yes,Independent,Lean Democrat,Virginia,,,,Good,Republican,Democrat,Republicans,Democrats,Democrats,Support,Democrat,Democrat,Somewhat approve,Not sure,Not sure,Strongly disapprove,Somewhat approve,Strongly approve,Oppose,Support,Oppose,Somewhat Liberal,Somewhat Conservative,Somewhat Liberal,Somewhat Liberal,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,White,White,White,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree
1880434522,0.6871634911900307,1957,Man,Post-grad,Other,No,Yes,Independent,Independent,Virginia,selected,not selected,not selected,Excellent,Republican,Democrat,Republicans,Democrats,Democrats,Oppose,Democrat,Republican,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat approve,Oppose,Support,Support,Conservative,Conservative,Very Liberal,Very Liberal,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Oppose,Support,White,White,,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree
1885056414,0.1381212117298807,1998,Woman,2-year,Black,Yes,Yes,Republican,Strong Republican,Pennsylvania,,,,Very good,Democrat,Republican,Democrats,Democrats,Democrats,Oppose,Democrat,Republican,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Somewhat approve,Support,Support,Oppose,Somewhat Liberal,Middle of the Road,Conservative,Somewhat Conservative,Oppose,Oppose,Support,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,,,,,,,,,
